"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
41,"secondary","no",413,"yes","cellular","aug",292,2,"no"
41,"secondary","no",359,"yes","cellular","apr",210,1,"no"
35,"secondary","no",0,"yes","cellular","may",371,1,"no"
36,"tertiary","no",491,"yes","unknown","may",103,3,"no"
33,"primary","no",217,"yes","cellular","apr",198,1,"no"
47,"tertiary","no",288,"no","cellular","mar",193,1,"yes"
34,"secondary","no",56,"yes","cellular","nov",311,3,"no"
37,"secondary","no",9306,"yes","cellular","may",603,1,"no"
59,"secondary","no",865,"no","cellular","feb",1086,1,"no"
31,"secondary","no",2076,"no","cellular","nov",178,1,"no"
38,"secondary","no",1731,"yes","cellular","may",162,2,"no"
32,"tertiary","no",0,"yes","cellular","apr",370,3,"yes"
58,"primary","no",90,"yes","unknown","may",144,1,"no"
54,"primary","no",0,"no","cellular","jul",255,2,"no"
58,"tertiary","no",1321,"no","telephone","jul",157,6,"no"
36,"secondary","no",1941,"no","cellular","aug",156,4,"no"
59,"secondary","no",108,"no","cellular","aug",120,4,"no"
31,"secondary","no",2910,"yes","unknown","may",1392,2,"yes"
29,"tertiary","no",-197,"no","unknown","aug",47,1,"no"
40,"tertiary","no",570,"yes","unknown","may",105,2,"no"
51,"secondary","no",1416,"no","cellular","sep",345,1,"yes"
39,"tertiary","yes",3,"no","cellular","may",488,1,"yes"
51,"primary","no",2315,"no","cellular","aug",111,2,"no"
50,"secondary","no",-465,"yes","unknown","may",42,11,"no"
36,"tertiary","no",515,"yes","cellular","nov",14,7,"no"
34,"tertiary","no",577,"yes","cellular","apr",243,2,"no"
49,"tertiary","no",489,"yes","cellular","may",65,1,"no"
32,"primary","no",697,"yes","unknown","may",700,1,"no"
28,"secondary","no",1405,"yes","cellular","feb",605,3,"no"
47,"secondary","no",1710,"no","cellular","jul",525,2,"no"
52,"secondary","no",722,"no","cellular","apr",60,3,"no"
49,"secondary","no",342,"no","cellular","nov",58,3,"no"
42,"secondary","no",2913,"no","cellular","jun",705,1,"yes"
52,"tertiary","no",809,"no","cellular","aug",121,1,"no"
34,"tertiary","no",297,"yes","cellular","jan",375,2,"no"
32,"secondary","no",-22,"yes","cellular","aug",215,2,"no"
52,"secondary","no",-201,"no","cellular","nov",905,1,"no"
59,"unknown","no",7586,"no","cellular","aug",632,6,"no"
44,"secondary","no",13054,"yes","unknown","jun",23,7,"no"
56,"secondary","yes",-8,"no","cellular","aug",159,2,"no"
66,"secondary","no",0,"no","cellular","oct",189,1,"no"
32,"secondary","no",-331,"yes","unknown","may",130,3,"no"
30,"tertiary","no",717,"yes","cellular","aug",130,3,"no"
25,"secondary","no",352,"yes","unknown","may",156,5,"no"
31,"tertiary","no",-564,"yes","cellular","aug",49,15,"no"
28,"primary","no",0,"yes","unknown","jun",380,4,"no"
59,"secondary","no",2651,"no","telephone","jul",258,2,"no"
44,"tertiary","no",36,"no","cellular","oct",127,2,"no"
42,"primary","no",-97,"yes","cellular","feb",216,4,"no"
32,"tertiary","no",632,"no","cellular","aug",103,2,"no"
34,"primary","no",567,"no","cellular","jul",241,3,"no"
42,"tertiary","no",0,"no","cellular","nov",90,2,"no"
42,"primary","no",666,"yes","unknown","may",202,3,"no"
39,"tertiary","no",200,"yes","cellular","apr",166,1,"no"
25,"tertiary","no",241,"no","cellular","may",351,1,"no"
33,"tertiary","no",431,"yes","telephone","oct",51,1,"no"
25,"secondary","no",959,"no","cellular","jul",144,5,"no"
49,"primary","no",90,"no","cellular","jul",126,4,"no"
42,"secondary","no",215,"yes","cellular","nov",158,1,"no"
36,"tertiary","no",2957,"yes","cellular","apr",193,2,"no"
48,"secondary","no",568,"no","unknown","jun",148,4,"no"
38,"tertiary","no",0,"no","cellular","jul",260,2,"no"
37,"secondary","no",1047,"yes","unknown","may",151,1,"no"
41,"secondary","no",98,"no","cellular","jul",97,6,"no"
30,"secondary","no",501,"yes","unknown","may",514,1,"no"
33,"secondary","no",372,"yes","unknown","may",92,1,"no"
32,"secondary","no",313,"yes","unknown","jun",67,2,"no"
33,"secondary","no",0,"no","cellular","aug",113,4,"no"
43,"tertiary","no",1,"no","cellular","aug",239,4,"no"
27,"secondary","no",162,"no","unknown","may",265,9,"no"
40,"unknown","no",3165,"yes","telephone","jul",77,2,"no"
42,"secondary","no",3472,"yes","unknown","jun",61,2,"no"
51,"secondary","no",58,"yes","cellular","nov",79,1,"no"
38,"tertiary","no",606,"no","unknown","jun",193,2,"no"
33,"tertiary","no",213,"no","cellular","aug",152,2,"no"
81,"primary","no",5220,"no","telephone","nov",135,1,"yes"
36,"tertiary","no",-78,"yes","unknown","jun",1068,1,"yes"
54,"secondary","no",602,"no","cellular","mar",143,2,"yes"
65,"secondary","no",588,"no","cellular","sep",110,4,"no"
54,"secondary","no",1012,"yes","cellular","may",33,3,"no"
51,"primary","no",40,"yes","cellular","may",79,1,"no"
50,"secondary","no",1683,"no","telephone","jul",56,1,"no"
44,"secondary","no",4837,"yes","cellular","may",324,3,"no"
56,"primary","no",13,"no","cellular","nov",240,1,"no"
34,"tertiary","no",651,"no","cellular","feb",351,3,"no"
54,"secondary","no",3398,"yes","telephone","aug",71,4,"no"
55,"unknown","no",0,"yes","cellular","may",29,3,"no"
52,"secondary","no",1135,"yes","cellular","may",248,1,"no"
41,"secondary","no",5517,"yes","cellular","jul",584,1,"yes"
29,"secondary","no",2326,"no","cellular","mar",195,1,"yes"
58,"primary","no",76,"yes","telephone","may",54,4,"no"
41,"secondary","no",232,"no","telephone","jul",104,3,"no"
42,"secondary","no",256,"no","cellular","may",322,1,"no"
32,"tertiary","no",5874,"no","cellular","feb",298,1,"no"
57,"tertiary","no",473,"no","cellular","jun",295,1,"yes"
46,"primary","no",501,"yes","cellular","may",207,1,"no"
31,"tertiary","no",1836,"yes","cellular","aug",177,2,"no"
40,"tertiary","no",27,"no","cellular","aug",165,6,"no"
33,"secondary","no",1240,"yes","cellular","may",844,1,"yes"
33,"primary","no",92,"yes","unknown","may",127,1,"no"
50,"primary","no",859,"yes","telephone","feb",56,5,"no"
40,"secondary","no",694,"yes","cellular","jul",75,14,"no"
30,"tertiary","no",6825,"no","cellular","feb",217,2,"no"
40,"secondary","no",1200,"yes","cellular","nov",163,2,"no"
59,"secondary","no",0,"no","unknown","jun",368,1,"no"
39,"tertiary","no",442,"no","cellular","nov",10,3,"no"
34,"secondary","no",10890,"no","cellular","aug",46,14,"no"
52,"tertiary","no",0,"no","unknown","jun",431,2,"no"
47,"secondary","yes",2,"no","cellular","feb",236,2,"no"
47,"primary","no",2559,"no","unknown","jun",374,1,"no"
50,"tertiary","no",5794,"no","cellular","nov",625,1,"no"
36,"secondary","no",55,"yes","cellular","may",323,1,"no"
35,"secondary","no",-116,"no","cellular","aug",339,2,"no"
34,"secondary","no",705,"yes","unknown","may",1203,3,"no"
53,"secondary","no",28,"no","cellular","aug",293,9,"no"
53,"tertiary","no",1945,"no","cellular","nov",22,4,"no"
57,"primary","no",1299,"no","cellular","nov",142,2,"no"
39,"primary","no",3384,"yes","telephone","nov",39,1,"no"
56,"primary","no",340,"yes","cellular","jul",1220,1,"no"
46,"tertiary","no",0,"yes","cellular","may",37,1,"no"
30,"tertiary","no",4,"no","cellular","aug",51,3,"no"
49,"secondary","no",687,"yes","cellular","apr",772,1,"yes"
30,"tertiary","no",1077,"no","cellular","dec",124,1,"no"
56,"secondary","no",3760,"no","unknown","jun",243,3,"no"
49,"primary","no",784,"yes","cellular","jul",171,4,"no"
51,"primary","no",7098,"no","cellular","aug",1471,7,"yes"
30,"secondary","no",537,"yes","cellular","jul",661,2,"no"
59,"primary","no",1,"no","cellular","jul",214,1,"no"
52,"tertiary","no",554,"no","cellular","jul",44,5,"no"
33,"secondary","no",272,"yes","unknown","may",122,3,"no"
49,"secondary","no",1058,"no","telephone","nov",291,3,"no"
36,"tertiary","no",3611,"yes","unknown","jun",347,3,"no"
38,"secondary","no",113,"yes","unknown","jun",98,4,"no"
32,"tertiary","no",9,"yes","unknown","may",98,2,"no"
45,"secondary","yes",-605,"yes","telephone","jul",208,5,"no"
44,"secondary","no",1074,"yes","cellular","jul",911,2,"yes"
42,"secondary","no",764,"no","cellular","nov",127,3,"no"
32,"secondary","no",2,"yes","unknown","jun",354,17,"no"
35,"unknown","no",56,"yes","unknown","jun",130,1,"no"
34,"tertiary","no",747,"no","cellular","aug",72,2,"no"
30,"secondary","no",796,"yes","cellular","aug",315,4,"no"
34,"tertiary","no",677,"no","cellular","feb",37,2,"no"
33,"secondary","no",1905,"yes","cellular","may",39,1,"no"
59,"secondary","no",278,"no","cellular","aug",141,3,"no"
47,"secondary","no",10179,"yes","unknown","jun",179,2,"no"
55,"secondary","no",9774,"yes","cellular","nov",227,1,"no"
60,"primary","no",182,"no","cellular","aug",182,2,"no"
32,"tertiary","no",1230,"yes","cellular","feb",35,3,"no"
36,"tertiary","no",3794,"no","cellular","aug",230,1,"no"
31,"secondary","no",0,"yes","telephone","nov",194,2,"no"
46,"secondary","yes",-11,"no","cellular","aug",139,2,"no"
39,"secondary","no",517,"yes","cellular","nov",387,3,"no"
41,"secondary","no",727,"yes","cellular","may",246,1,"no"
32,"tertiary","no",8,"yes","cellular","may",175,2,"no"
55,"primary","no",4459,"no","cellular","jul",85,8,"no"
52,"primary","no",967,"no","cellular","jan",153,2,"no"
35,"primary","no",453,"yes","unknown","may",312,2,"no"
58,"tertiary","no",0,"no","cellular","nov",107,1,"no"
32,"secondary","no",413,"yes","telephone","may",67,1,"no"
39,"secondary","no",0,"no","cellular","aug",35,6,"no"
31,"secondary","no",5248,"no","cellular","jul",368,1,"no"
53,"secondary","no",751,"yes","unknown","may",343,4,"no"
41,"secondary","no",1021,"no","cellular","jun",224,1,"no"
34,"tertiary","no",906,"yes","unknown","may",101,3,"no"
27,"tertiary","no",2781,"yes","cellular","may",168,1,"yes"
27,"secondary","no",3791,"yes","unknown","may",231,1,"no"
33,"tertiary","no",0,"yes","cellular","aug",94,6,"no"
32,"tertiary","no",874,"no","cellular","nov",366,3,"no"
36,"secondary","no",-27,"yes","cellular","jul",151,4,"no"
36,"primary","no",8135,"yes","unknown","may",522,1,"no"
26,"secondary","no",351,"yes","unknown","jun",758,3,"no"
34,"secondary","no",-701,"yes","cellular","may",610,2,"yes"
34,"secondary","yes",-331,"yes","unknown","may",342,1,"no"
26,"tertiary","no",50,"no","cellular","jul",160,4,"no"
42,"tertiary","no",6,"yes","cellular","apr",403,4,"no"
43,"tertiary","no",143,"no","cellular","aug",101,2,"no"
42,"primary","no",103,"yes","cellular","feb",170,1,"no"
29,"unknown","no",33,"no","unknown","jul",161,1,"no"
57,"tertiary","no",75,"no","cellular","aug",260,5,"no"
34,"secondary","no",-44,"yes","cellular","apr",759,2,"no"
34,"tertiary","no",0,"no","cellular","jan",155,2,"yes"
41,"secondary","no",428,"yes","cellular","may",92,1,"no"
27,"unknown","no",0,"yes","cellular","feb",168,1,"no"
48,"secondary","no",926,"no","cellular","feb",382,4,"yes"
37,"secondary","no",135,"no","cellular","jul",460,1,"no"
63,"unknown","no",1849,"no","cellular","feb",125,6,"no"
42,"tertiary","no",477,"yes","cellular","feb",413,2,"no"
45,"secondary","no",0,"yes","cellular","may",1079,3,"no"
39,"secondary","no",300,"no","cellular","sep",315,6,"no"
54,"secondary","no",1958,"no","telephone","jan",179,1,"no"
30,"secondary","no",791,"yes","cellular","jul",137,2,"no"
41,"primary","no",204,"no","cellular","aug",111,7,"no"
43,"secondary","no",1375,"yes","cellular","nov",95,1,"no"
32,"secondary","no",356,"yes","cellular","may",451,3,"no"
26,"tertiary","no",255,"yes","cellular","may",401,1,"no"
48,"tertiary","no",2328,"no","cellular","aug",129,7,"no"
53,"tertiary","no",235,"no","unknown","jun",112,3,"no"
43,"tertiary","no",189,"yes","cellular","jul",1062,4,"yes"
32,"secondary","no",0,"yes","cellular","jul",93,2,"no"
39,"secondary","no",0,"no","unknown","jun",251,1,"no"
41,"tertiary","no",195,"no","cellular","nov",125,1,"no"
53,"tertiary","no",195,"yes","unknown","may",217,1,"no"
43,"secondary","no",1387,"no","telephone","jul",296,2,"no"
41,"secondary","no",1297,"no","unknown","jun",82,1,"no"
44,"primary","no",279,"yes","cellular","apr",85,1,"no"
38,"secondary","no",272,"yes","unknown","jun",174,2,"no"
46,"secondary","no",0,"no","cellular","nov",1855,1,"yes"
36,"primary","no",70,"yes","cellular","jan",164,1,"no"
37,"primary","no",345,"yes","cellular","jan",344,1,"no"
41,"secondary","no",-100,"yes","unknown","jun",20,21,"no"
34,"tertiary","no",133,"yes","unknown","may",65,1,"no"
53,"primary","no",4641,"no","unknown","jun",356,2,"no"
58,"secondary","no",10,"yes","cellular","jul",95,5,"no"
52,"primary","yes",0,"no","cellular","jul",322,3,"no"
56,"unknown","no",2351,"no","unknown","jun",15,1,"no"
26,"tertiary","no",1837,"no","cellular","feb",417,2,"no"
45,"tertiary","no",219,"yes","cellular","jul",118,4,"no"
51,"tertiary","no",986,"no","unknown","may",143,2,"no"
43,"secondary","no",-392,"no","cellular","jul",185,1,"no"
45,"secondary","no",2556,"no","telephone","jan",196,2,"no"
71,"tertiary","no",2651,"no","cellular","feb",531,2,"no"
35,"tertiary","no",1129,"yes","cellular","nov",64,2,"no"
27,"tertiary","no",438,"yes","cellular","may",10,5,"no"
57,"secondary","no",340,"no","cellular","jul",167,2,"no"
56,"primary","no",2666,"yes","cellular","jan",94,2,"no"
41,"secondary","yes",0,"yes","cellular","nov",789,1,"yes"
45,"tertiary","no",-687,"yes","unknown","jun",92,2,"no"
59,"tertiary","no",705,"yes","unknown","may",446,2,"no"
36,"tertiary","no",-718,"yes","unknown","jun",11,20,"no"
29,"secondary","no",2800,"no","cellular","jun",202,1,"no"
34,"tertiary","no",436,"no","cellular","jul",118,4,"no"
59,"secondary","no",2396,"no","cellular","aug",1040,6,"yes"
31,"tertiary","no",4761,"yes","unknown","may",239,2,"no"
33,"secondary","no",6531,"yes","unknown","jun",495,3,"no"
36,"primary","no",871,"yes","telephone","nov",2,1,"no"
38,"primary","no",0,"yes","cellular","apr",355,3,"no"
51,"secondary","no",53,"no","cellular","jul",192,1,"no"
35,"secondary","no",682,"yes","cellular","may",141,1,"no"
34,"secondary","no",2,"yes","cellular","may",6,5,"no"
42,"tertiary","no",757,"no","cellular","feb",154,1,"yes"
27,"primary","no",9,"no","cellular","jul",919,2,"yes"
55,"primary","no",77,"no","cellular","jul",463,6,"yes"
36,"secondary","no",1168,"yes","unknown","may",242,3,"no"
40,"primary","no",746,"no","unknown","jun",246,3,"no"
33,"tertiary","no",3552,"no","cellular","feb",158,2,"yes"
47,"primary","no",0,"no","cellular","aug",494,4,"no"
55,"primary","no",-966,"no","cellular","may",104,1,"no"
45,"tertiary","no",2033,"no","cellular","jun",243,5,"yes"
50,"primary","no",4108,"yes","cellular","aug",526,2,"yes"
43,"secondary","no",-330,"yes","cellular","may",105,1,"no"
41,"secondary","no",-1882,"yes","cellular","nov",17,5,"no"
36,"secondary","no",151,"yes","cellular","may",327,1,"no"
37,"secondary","no",1533,"yes","cellular","nov",555,4,"yes"
35,"secondary","no",1659,"yes","unknown","jul",197,1,"no"
54,"tertiary","no",-449,"yes","cellular","may",691,1,"yes"
37,"tertiary","no",3288,"no","cellular","aug",124,2,"no"
33,"tertiary","no",47,"no","cellular","aug",203,4,"no"
58,"secondary","no",3111,"yes","cellular","nov",111,1,"no"
54,"secondary","no",827,"no","unknown","jun",294,2,"no"
42,"secondary","no",-1310,"yes","unknown","may",162,1,"no"
46,"secondary","no",1000,"no","cellular","aug",96,11,"no"
55,"unknown","no",111,"no","cellular","apr",117,1,"no"
43,"tertiary","no",354,"no","cellular","aug",169,10,"no"
42,"secondary","no",2044,"yes","cellular","may",155,1,"no"
60,"primary","no",808,"no","cellular","aug",393,3,"no"
60,"primary","no",60,"yes","unknown","may",219,1,"no"
54,"secondary","no",136,"no","cellular","jul",151,4,"no"
31,"secondary","no",428,"yes","unknown","may",272,1,"no"
39,"secondary","no",2263,"yes","telephone","nov",1158,9,"yes"
52,"secondary","no",470,"no","cellular","aug",60,8,"no"
38,"tertiary","no",11971,"yes","unknown","nov",609,2,"no"
42,"secondary","no",3403,"yes","cellular","aug",215,1,"yes"
35,"secondary","no",275,"no","cellular","jul",144,5,"no"
33,"secondary","no",25,"yes","unknown","may",3,3,"no"
33,"secondary","no",163,"yes","cellular","aug",627,2,"yes"
48,"secondary","no",578,"yes","cellular","feb",70,1,"no"
27,"tertiary","no",170,"no","cellular","jan",76,2,"no"
28,"tertiary","no",21,"yes","unknown","may",219,3,"no"
45,"secondary","no",586,"no","cellular","jul",32,3,"no"
48,"secondary","no",741,"yes","cellular","apr",227,1,"no"
39,"secondary","no",759,"yes","unknown","jun",100,1,"no"
36,"secondary","no",1224,"yes","cellular","nov",482,1,"yes"
37,"secondary","no",3,"yes","cellular","aug",90,5,"no"
35,"secondary","no",533,"yes","unknown","may",802,1,"no"
38,"primary","no",178,"yes","unknown","may",245,1,"no"
35,"secondary","no",3443,"no","cellular","jul",409,4,"no"
45,"secondary","no",1435,"yes","cellular","aug",201,1,"no"
47,"secondary","no",6704,"yes","cellular","nov",37,2,"no"
40,"primary","no",665,"yes","cellular","feb",177,3,"no"
31,"unknown","no",68,"yes","cellular","feb",425,2,"no"
31,"tertiary","no",1,"no","cellular","aug",107,5,"no"
31,"secondary","no",0,"no","cellular","aug",35,14,"no"
18,"unknown","no",108,"no","cellular","sep",169,1,"yes"
35,"secondary","no",2468,"yes","cellular","may",187,8,"no"
30,"secondary","no",586,"yes","cellular","nov",148,6,"no"
34,"secondary","yes",-200,"no","cellular","jul",248,5,"no"
38,"tertiary","no",661,"yes","cellular","feb",366,1,"no"
47,"tertiary","no",-80,"yes","cellular","feb",150,3,"no"
41,"unknown","no",942,"no","cellular","apr",219,1,"yes"
51,"tertiary","no",0,"no","telephone","nov",81,1,"no"
60,"secondary","no",2537,"yes","unknown","may",230,1,"no"
28,"primary","no",0,"no","cellular","jul",120,4,"no"
39,"secondary","no",93,"yes","cellular","may",72,4,"no"
42,"primary","no",1978,"yes","cellular","apr",68,4,"no"
28,"secondary","no",520,"yes","cellular","nov",113,1,"no"
36,"secondary","no",608,"yes","cellular","feb",114,1,"no"
50,"tertiary","no",1790,"no","cellular","feb",748,3,"no"
71,"secondary","no",3020,"no","telephone","jul",304,1,"yes"
56,"secondary","no",3129,"no","unknown","jun",33,6,"no"
51,"secondary","no",806,"no","unknown","jun",32,1,"no"
50,"secondary","no",195,"no","cellular","aug",168,2,"no"
27,"secondary","no",47,"yes","unknown","jun",114,4,"no"
33,"secondary","no",766,"yes","cellular","jul",22,3,"no"
82,"secondary","no",0,"no","telephone","aug",150,2,"no"
37,"tertiary","no",0,"no","unknown","jun",637,6,"yes"
48,"primary","no",46,"no","cellular","aug",118,1,"yes"
36,"tertiary","no",854,"yes","cellular","jul",503,6,"no"
30,"tertiary","no",60,"yes","unknown","may",306,5,"no"
28,"secondary","no",59,"yes","unknown","may",293,2,"no"
38,"secondary","no",0,"yes","cellular","apr",305,2,"no"
36,"secondary","no",210,"no","cellular","feb",65,1,"no"
46,"secondary","no",692,"yes","cellular","feb",388,3,"no"
58,"tertiary","no",6237,"yes","cellular","nov",88,2,"no"
44,"secondary","no",728,"yes","unknown","may",21,11,"no"
35,"tertiary","no",1511,"yes","cellular","aug",226,4,"no"
54,"primary","no",428,"yes","cellular","may",311,1,"no"
44,"tertiary","no",0,"yes","cellular","jul",96,3,"no"
45,"primary","no",542,"no","cellular","may",8,5,"no"
55,"tertiary","no",0,"no","cellular","aug",116,1,"no"
34,"secondary","no",39,"no","cellular","may",254,2,"no"
29,"tertiary","no",542,"yes","unknown","may",338,3,"no"
60,"secondary","no",851,"no","cellular","jul",112,2,"no"
52,"secondary","no",475,"yes","cellular","jul",121,3,"no"
43,"secondary","no",487,"yes","telephone","may",54,2,"no"
38,"tertiary","no",172,"yes","cellular","apr",1176,1,"yes"
36,"tertiary","no",2178,"yes","cellular","may",75,3,"no"
33,"tertiary","no",-452,"no","cellular","jan",692,2,"yes"
32,"secondary","no",1883,"yes","unknown","may",57,1,"no"
33,"tertiary","no",172,"no","unknown","jun",13,1,"no"
31,"secondary","no",-219,"yes","unknown","may",66,2,"no"
54,"secondary","no",300,"yes","cellular","nov",562,2,"yes"
46,"primary","no",599,"no","cellular","aug",257,2,"no"
37,"tertiary","no",11265,"no","unknown","jun",417,1,"no"
81,"unknown","no",0,"no","telephone","oct",128,1,"no"
35,"primary","no",0,"no","telephone","nov",26,10,"no"
50,"primary","no",216,"yes","telephone","may",137,1,"no"
38,"tertiary","no",656,"yes","cellular","aug",508,7,"no"
33,"primary","no",2339,"yes","cellular","nov",220,1,"no"
36,"tertiary","no",3875,"yes","cellular","may",212,1,"no"
34,"tertiary","no",3167,"yes","cellular","nov",152,1,"no"
24,"secondary","no",174,"yes","cellular","may",487,1,"yes"
34,"secondary","no",391,"yes","cellular","jan",77,1,"no"
37,"tertiary","no",1995,"yes","cellular","aug",48,2,"no"
32,"secondary","no",453,"yes","cellular","nov",331,2,"no"
26,"tertiary","no",641,"yes","cellular","may",55,1,"no"
47,"secondary","no",1210,"no","cellular","jul",493,4,"no"
41,"secondary","no",2919,"yes","unknown","may",329,3,"no"
38,"secondary","no",61,"yes","cellular","may",109,1,"no"
43,"secondary","no",1516,"yes","unknown","may",318,1,"no"
35,"secondary","no",275,"yes","unknown","may",243,2,"no"
40,"secondary","no",1451,"no","cellular","sep",117,1,"yes"
57,"tertiary","no",7699,"no","cellular","jul",178,1,"no"
25,"secondary","no",0,"yes","cellular","jul",487,5,"no"
45,"secondary","no",68,"yes","unknown","may",254,1,"no"
46,"secondary","no",-121,"yes","cellular","jul",214,4,"no"
28,"secondary","no",157,"yes","cellular","jul",164,2,"no"
30,"tertiary","no",1038,"no","cellular","aug",88,2,"no"
26,"tertiary","no",157,"yes","cellular","jan",78,2,"no"
34,"primary","yes",-2,"no","cellular","jul",199,1,"no"
41,"secondary","no",356,"yes","cellular","may",90,5,"no"
53,"primary","no",225,"no","cellular","jul",171,7,"no"
40,"tertiary","no",568,"yes","unknown","oct",112,1,"yes"
34,"tertiary","no",714,"yes","cellular","jul",8,27,"no"
59,"secondary","yes",-341,"no","cellular","jul",94,3,"no"
45,"tertiary","no",668,"no","cellular","jul",391,2,"no"
22,"primary","no",3472,"no","cellular","oct",332,1,"yes"
29,"secondary","no",459,"no","cellular","dec",279,3,"yes"
19,"secondary","no",329,"no","cellular","apr",169,1,"yes"
61,"secondary","no",291,"no","cellular","jul",286,5,"no"
35,"secondary","no",1387,"yes","unknown","may",114,1,"no"
57,"primary","no",50,"no","cellular","aug",89,3,"no"
78,"primary","no",2787,"no","telephone","jul",372,1,"yes"
45,"secondary","no",756,"yes","unknown","may",179,2,"no"
57,"primary","no",595,"no","unknown","jun",188,2,"no"
56,"secondary","no",589,"yes","unknown","oct",518,1,"yes"
60,"secondary","no",2639,"yes","unknown","may",483,2,"no"
28,"secondary","no",1136,"no","cellular","jul",89,3,"no"
37,"secondary","no",6,"yes","cellular","may",136,2,"no"
59,"secondary","no",205,"no","telephone","jun",277,1,"no"
42,"tertiary","no",202,"no","unknown","jun",136,1,"no"
58,"tertiary","no",1101,"no","telephone","nov",99,3,"no"
31,"secondary","no",75,"yes","unknown","may",346,1,"no"
35,"tertiary","no",2808,"yes","unknown","jun",221,12,"no"
55,"tertiary","no",0,"no","telephone","aug",201,11,"no"
47,"tertiary","no",714,"yes","cellular","may",609,1,"no"
42,"primary","no",177,"yes","cellular","may",174,2,"no"
40,"tertiary","no",206,"no","cellular","apr",499,6,"yes"
30,"secondary","no",572,"yes","cellular","may",220,4,"no"
39,"tertiary","no",5009,"yes","cellular","jul",1083,2,"no"
33,"tertiary","no",373,"no","cellular","jan",169,3,"no"
48,"secondary","no",955,"yes","cellular","feb",108,2,"no"
57,"secondary","no",1681,"no","cellular","nov",226,1,"no"
50,"secondary","no",0,"no","cellular","nov",126,1,"no"
40,"secondary","no",2002,"yes","unknown","may",113,1,"no"
32,"secondary","no",4,"yes","unknown","may",233,2,"no"
29,"secondary","no",1357,"no","unknown","jul",200,1,"no"
52,"secondary","no",894,"no","cellular","feb",363,2,"no"
52,"primary","no",48,"no","unknown","jun",135,2,"no"
39,"secondary","no",1970,"yes","unknown","jun",30,1,"no"
23,"secondary","no",356,"yes","cellular","may",224,2,"no"
30,"secondary","no",268,"yes","cellular","may",226,5,"no"
34,"secondary","no",1072,"no","cellular","feb",136,1,"no"
38,"secondary","no",329,"yes","cellular","jul",111,4,"no"
33,"unknown","no",1534,"yes","cellular","jul",1041,2,"yes"
51,"tertiary","no",-321,"no","cellular","feb",470,2,"no"
33,"secondary","no",48,"yes","cellular","apr",303,1,"no"
34,"secondary","no",49,"no","cellular","may",142,1,"no"
46,"secondary","no",-408,"yes","telephone","may",138,4,"no"
48,"tertiary","no",10347,"yes","cellular","jul",153,6,"no"
41,"secondary","no",920,"yes","unknown","may",239,1,"no"
35,"secondary","no",548,"no","cellular","aug",457,11,"no"
59,"secondary","no",-313,"yes","unknown","may",407,1,"no"
29,"secondary","no",5711,"yes","unknown","may",899,1,"no"
23,"secondary","no",2530,"yes","cellular","may",194,3,"no"
52,"tertiary","no",10653,"yes","cellular","nov",336,1,"no"
52,"secondary","no",118,"no","cellular","aug",16,20,"no"
31,"secondary","no",0,"yes","cellular","may",274,2,"no"
53,"secondary","no",913,"yes","cellular","jul",730,1,"no"
40,"tertiary","no",10035,"no","unknown","jun",29,1,"no"
41,"primary","no",1491,"yes","cellular","nov",145,2,"no"
49,"secondary","no",3033,"no","unknown","may",125,5,"no"
33,"secondary","no",312,"yes","unknown","jun",151,2,"no"
46,"tertiary","no",770,"yes","unknown","may",94,1,"no"
45,"tertiary","no",103,"yes","unknown","may",35,4,"no"
58,"unknown","no",29,"yes","unknown","may",253,1,"no"
44,"primary","no",194,"yes","unknown","may",105,2,"no"
45,"primary","no",1192,"no","cellular","aug",260,3,"no"
31,"secondary","no",0,"no","cellular","jul",387,2,"no"
51,"secondary","no",2685,"no","unknown","jun",78,2,"no"
25,"secondary","no",0,"yes","cellular","may",461,1,"no"
30,"tertiary","no",1221,"yes","telephone","jul",279,4,"yes"
46,"tertiary","no",144,"no","cellular","aug",79,4,"no"
54,"secondary","no",812,"no","cellular","jul",113,6,"no"
30,"tertiary","no",140,"no","cellular","jan",186,1,"no"
32,"tertiary","no",3818,"no","cellular","aug",100,4,"no"
33,"tertiary","no",599,"yes","cellular","aug",461,2,"no"
40,"tertiary","no",4647,"yes","telephone","may",330,2,"no"
37,"primary","no",3051,"yes","cellular","nov",303,4,"no"
62,"tertiary","no",0,"no","cellular","oct",78,3,"no"
42,"tertiary","no",166,"no","cellular","aug",226,4,"no"
32,"secondary","no",901,"yes","cellular","nov",140,1,"no"
38,"secondary","no",4586,"yes","unknown","may",784,1,"no"
38,"unknown","no",4583,"yes","cellular","nov",191,2,"no"
49,"primary","no",5711,"no","cellular","nov",89,1,"no"
56,"tertiary","no",705,"no","cellular","nov",164,2,"no"
39,"tertiary","no",0,"yes","cellular","may",811,2,"yes"
53,"secondary","no",1182,"yes","cellular","sep",82,1,"no"
47,"primary","no",6,"no","cellular","aug",63,4,"no"
80,"secondary","no",1610,"no","cellular","aug",71,1,"no"
58,"secondary","no",687,"yes","cellular","aug",221,1,"yes"
42,"secondary","no",176,"no","cellular","jul",201,2,"no"
31,"secondary","no",2,"no","cellular","aug",65,4,"no"
58,"tertiary","yes",0,"no","cellular","jul",138,4,"no"
26,"unknown","no",-41,"yes","unknown","may",229,2,"no"
31,"primary","no",0,"yes","telephone","jul",237,7,"no"
